Rooms,Price,Distance,Bedroom2,Bathroom,Landsize,BuildingArea,YearBuilt
2,855000.0,3.4,2.0,1.0,110.0,79.0,1910.0
3,715000.0,25.2,3.0,1.0,529.0,,
2,526000.0,12.1,,,,,
1,241000.0,6.4,,,,,
3,1020000.0,6.4,3.0,1.0,276.0,128.0,1910.0
3,625000.0,16.3,3.0,1.0,661.0,114.0,1950.0
2,440000.0,15.5,,,,,
3,800000.0,12.7,,,,,
4,875000.0,12.7,,,,,
1,355000.0,8.4,,,,,
2,585000.0,4.3,,,,,
3,765000.0,4.3,3.0,2.0,225.0,141.0,1995.0
4,625000.0,4.3,,,,,
3,458000.0,17.4,,,,,
3,632000.0,17.4,3.0,2.0,,,
3,587000.0,17.4,3.0,1.0,844.0,115.0,1975.0
3,324000.0,31.7,3.0,1.0,,,
4,830000.0,20.0,,,,,
3,825000.0,20.0,,,,,
3,881000.0,20.0,3.0,3.0,,158.0,2008.0
4,610000.0,25.9,4.0,2.0,399.0,150.0,2011.0
3,525000.0,25.9,,,,,
3,517000.0,25.9,3.0,2.0,212.0,102.0,
4,573500.0,25.9,4.0,2.0,452.0,,
4,610000.0,25.9,4.0,2.0,448.0,180.0,
3,690500.0,17.9,3.0,2.0,613.0,,
4,825000.0,17.9,4.0,2.0,678.0,183.0,1990.0
4,737000.0,17.9,4.0,2.0,610.0,,
4,872000.0,17.9,4.0,2.0,,,
3,579000.0,17.9,3.0,1.0,,140.0,1995.0
3,966000.0,17.2,,,,,
3,1360000.0,6.2,3.0,1.0,,,
3,1285000.0,6.2,3.0,2.0,313.0,142.0,1910.0
3,1075000.0,6.2,3.0,1.0,288.0,,
2,780000.0,14.3,,,,,
3,915000.0,14.3,3.0,2.0,230.0,,
4,1450000.0,21.5,4.0,3.0,,337.0,2002.0
2,730000.0,21.5,,,,,
3,573000.0,31.6,3.0,1.0,,,
2,700000.0,14.2,,,,,
3,675000.0,18.8,3.0,2.0,,,
4,880000.0,18.8,4.0,2.0,652.0,,1960.0
3,860000.0,18.8,3.0,1.0,,130.0,1970.0
3,828000.0,18.8,3.0,1.0,569.0,,1960.0
3,842000.0,18.8,3.0,2.0,651.0,152.0,1970.0
3,1020000.0,18.8,3.0,2.0,,210.0,2007.0
3,652000.0,34.1,3.0,2.0,621.0,166.0,1997.0
3,495000.0,34.1,3.0,2.0,227.0,113.0,2000.0
1,292500.0,6.2,,,,,
4,1300000.0,10.4,4.0,2.0,652.0,,
2,910000.0,10.4,2.0,1.0,650.0,,
2,528000.0,22.7,,,,,
3,700000.0,22.7,3.0,1.0,640.0,,
3,1285000.0,1.8,3.0,2.0,87.0,139.0,1910.0
2,801000.0,5.3,,,,,
2,960000.0,5.3,2.0,1.0,205.0,,2007.0
3,755000.0,15.4,,,,,
3,970000.0,15.4,3.0,1.0,588.0,121.0,1965.0
2,1650000.0,11.4,2.0,1.0,,,
2,593500.0,21.5,,,,,
2,506000.0,8.5,,,,,
4,733000.0,14.7,4.0,2.0,540.0,224.0,2006.0
3,550000.0,14.7,3.0,2.0,,,
4,760000.0,14.7,4.0,2.0,496.0,496.0,
4,507500.0,14.7,4.0,2.0,,155.0,2010.0
3,473000.0,14.7,,,,,
4,697000.0,14.7,4.0,2.0,530.0,169.0,2003.0
4,631500.0,14.7,4.0,2.0,400.0,192.0,2012.0
2,590000.0,3.5,,,,,
2,630000.0,3.5,,,,,
2,642000.0,3.5,,,,,
3,1950000.0,3.5,3.0,1.0,247.0,122.0,1980.0
3,1275000.0,3.5,3.0,1.0,132.0,,
2,380000.0,12.0,,,,,
3,775000.0,12.0,3.0,1.0,715.0,,
2,630000.0,12.0,,,,,
2,494000.0,12.0,,,,,
4,1305500.0,12.0,4.0,2.0,,168.0,1920.0
3,1850000.0,2.4,3.0,2.0,,,
1,410000.0,2.4,,,,,
3,800000.0,19.9,,,,,
4,1210000.0,8.9,4.0,2.0,762.0,153.0,1980.0
3,395000.0,20.6,,,,,
3,492000.0,20.6,3.0,2.0,,,
3,360000.0,20.6,,,,,
3,363000.0,20.6,,,,,
3,451000.0,20.6,3.0,1.0,,,
3,640000.0,34.7,3.0,3.0,390.0,190.0,2006.0
4,1600000.0,15.2,4.0,2.0,446.0,,
3,705000.0,22.2,3.0,2.0,,,
4,800000.0,35.4,4.0,1.0,630.0,158.0,1955.0
3,1105000.0,11.0,3.0,2.0,,203.0,2017.0
4,1015000.0,6.2,4.0,3.0,328.0,,
2,365000.0,1.9,,,,,
4,517000.0,20.5,4.0,2.0,,224.0,2010.0
3,652000.0,20.5,3.0,2.0,600.0,151.0,1997.0
1,370000.0,2.7,,,,,
3,780000.0,20.8,3.0,1.0,,,
3,600000.0,14.0,,,,,
4,540000.0,14.0,,,,,
2,440000.0,14.0,,,,,
1,290000.0,5.0,,,,,
1,460000.0,5.0,,,,,
2,540000.0,5.0,,,,,
2,742250.0,5.0,,,,,
1,453000.0,5.0,,,,,
3,917000.0,8.2,3.0,2.0,,165.0,2008.0
4,610000.0,31.7,4.0,2.0,641.0,242.0,1983.0
4,500500.0,31.7,4.0,2.0,560.0,148.0,1995.0
3,530000.0,31.7,3.0,1.0,721.0,,
3,570000.0,31.7,3.0,2.0,,170.0,1990.0
3,781000.0,10.5,3.0,1.0,650.0,,
3,1010000.0,10.2,,,,,
3,516000.0,18.4,3.0,2.0,351.0,118.0,2013.0
4,648000.0,18.4,4.0,2.0,,193.0,2009.0
4,735000.0,18.0,4.0,2.0,596.0,210.0,2003.0
3,670000.0,15.5,3.0,2.0,,,
4,650000.0,15.5,4.0,2.0,,214.0,1980.0
4,1150000.0,12.4,4.0,2.0,754.0,208.0,1970.0
4,1410000.0,12.4,4.0,3.0,735.0,,
5,1500000.0,12.4,,,,,
4,600000.0,15.3,4.0,1.0,581.0,,
2,585000.0,7.0,2.0,1.0,,,
4,1850000.0,7.0,4.0,1.0,746.0,190.0,1900.0
2,1225000.0,7.0,2.0,1.0,,87.0,
4,612500.0,18.4,4.0,2.0,350.0,,
4,607000.0,18.4,4.0,2.0,350.0,159.0,2015.0
4,611000.0,18.4,4.0,2.0,510.0,218.0,2014.0
3,557500.0,18.4,3.0,2.0,560.0,121.0,2006.0
4,680000.0,12.9,4.0,2.0,534.0,,
5,1075000.0,29.3,5.0,2.0,1993.0,195.0,2009.0
3,740000.0,8.9,,,,,
5,920000.0,44.2,,,,,
5,1371000.0,14.7,5.0,2.0,911.0,220.0,2000.0
3,940000.0,14.7,3.0,1.0,720.0,,
3,479000.0,14.7,3.0,2.0,,,
3,470000.0,14.7,3.0,1.0,560.0,115.0,1975.0
3,390000.0,14.7,,,,,
4,580000.0,14.7,4.0,2.0,294.0,269.0,
4,1580000.0,16.7,4.0,2.0,855.0,,1986.0
3,475000.0,17.6,3.0,2.0,222.0,149.0,
3,1245000.0,6.8,3.0,2.0,,,
3,1000000.0,6.8,3.0,2.0,517.0,,
4,620000.0,25.5,4.0,2.0,391.0,,2015.0
4,615000.0,25.5,4.0,2.0,384.0,,
4,1110000.0,6.3,,,,,
5,1025000.0,10.4,5.0,2.0,764.0,251.0,1980.0
3,631000.0,24.7,3.0,1.0,557.0,135.0,1980.0
2,515000.0,5.4,,,,,
3,650000.0,26.0,3.0,1.0,623.0,110.0,1950.0
5,935000.0,23.3,5.0,3.0,528.0,261.0,1992.0
2,300000.0,29.8,,,,,
4,1200800.0,14.2,,,,,
3,700000.0,21.3,,,,,
4,1180000.0,8.9,4.0,2.0,628.0,,
3,760000.0,35.4,3.0,1.0,671.0,124.0,1963.0
3,430000.0,44.2,3.0,2.0,683.0,146.0,1990.0
4,975000.0,14.7,4.0,2.0,642.0,152.0,1980.0
2,500000.0,10.5,,,,,
3,620000.0,12.8,3.0,1.0,697.0,,
3,558800.0,20.6,,,,,
4,775000.0,19.6,4.0,2.0,617.0,210.0,2008.0
3,900000.0,24.8,3.0,1.0,1309.0,,
3,625000.0,38.0,3.0,1.0,616.0,115.0,1970.0
4,610500.0,18.4,4.0,2.0,,,
2,510000.0,22.7,2.0,1.0,,77.0,2014.0
3,1550000.0,10.2,3.0,2.0,307.0,,
4,1077000.0,16.7,4.0,2.0,697.0,,
1,469999.0,6.3,,,,,
3,890000.0,10.4,3.0,2.0,306.0,,
3,975000.0,10.4,3.0,2.0,303.0,248.0,2017.0
3,891000.0,10.4,3.0,2.0,314.0,160.0,2017.0
2,700000.0,10.4,,,,,
3,1650000.0,3.0,3.0,2.0,134.0,,
4,1480000.0,5.7,4.0,1.0,574.0,,
4,2420000.0,5.7,4.0,2.0,1134.0,,1962.0
3,1815000.0,11.0,3.0,2.0,690.0,,
3,600000.0,15.5,3.0,2.0,479.0,,
3,700000.0,9.4,3.0,1.0,441.0,107.0,1975.0
4,624000.0,12.8,4.0,1.0,601.0,153.0,1970.0
2,775000.0,6.3,,,,,
1,561500.0,6.3,,,,,
1,401000.0,6.3,,,,,
3,1050000.0,4.3,3.0,1.0,272.0,101.0,1910.0
5,2850500.0,10.2,5.0,2.0,697.0,317.0,2013.0
4,1400000.0,10.2,4.0,2.0,666.0,,
3,1095000.0,21.5,3.0,2.0,284.0,122.0,2012.0
3,1015000.0,21.5,3.0,2.0,633.0,,
3,904000.0,9.5,3.0,1.0,604.0,,
3,680000.0,9.5,3.0,2.0,321.0,,
3,725000.0,9.5,3.0,1.0,581.0,,
2,652000.0,6.4,,,,,
5,2800000.0,7.9,5.0,2.0,1105.0,302.0,1935.0
5,2360000.0,7.9,5.0,2.0,678.0,178.0,1930.0
5,4000000.0,7.9,5.0,3.0,1527.0,,
4,2140000.0,7.9,4.0,2.0,525.0,,1910.0
3,1600000.0,7.9,,,,,
4,1250000.0,9.7,,,,,
4,1190000.0,9.7,4.0,2.0,260.0,0.0,2017.0
5,1510000.0,9.7,5.0,1.0,760.0,,
4,2255000.0,9.7,4.0,2.0,576.0,331.0,2013.0
4,1905000.0,9.7,4.0,2.0,823.0,220.0,1935.0
4,1820000.0,17.3,4.0,2.0,353.0,252.0,2010.0
4,1645000.0,17.3,4.0,2.0,646.0,260.0,2006.0
3,1674000.0,17.3,3.0,1.0,759.0,,1928.0
4,1550000.0,17.3,4.0,2.0,700.0,,
3,3720000.0,17.3,3.0,,1111.0,,
4,1880000.0,17.3,4.0,3.0,689.0,132.0,1950.0
4,1625000.0,11.4,4.0,2.0,654.0,,
4,1700000.0,11.4,4.0,2.0,786.0,,
3,1605000.0,11.4,3.0,1.0,787.0,,
3,1350000.0,11.4,3.0,2.0,359.0,204.0,2002.0
2,920000.0,11.4,2.0,1.0,256.0,,
4,1300000.0,11.4,4.0,2.0,587.0,161.0,1930.0
2,871000.0,13.8,,,,,
3,1260000.0,13.8,3.0,1.0,609.0,,
2,883000.0,13.8,2.0,2.0,190.0,,
3,1155000.0,13.8,3.0,1.0,584.0,,
4,1282000.0,13.8,4.0,3.0,354.0,252.0,2014.0
3,1015000.0,13.8,3.0,2.0,564.0,,
3,1180000.0,13.8,3.0,1.0,666.0,140.0,1950.0
5,1669000.0,13.8,5.0,3.0,400.0,260.0,2013.0
3,1146000.0,13.8,3.0,1.0,595.0,116.0,1960.0
3,800000.0,13.8,,,,,
3,950000.0,17.3,,,,,
4,1980000.0,17.3,4.0,2.0,550.0,295.0,2000.0
5,1670000.0,13.4,5.0,2.0,886.0,,
3,750000.0,13.4,,,,,
4,1300000.0,13.4,4.0,2.0,938.0,,
3,850000.0,13.4,3.0,2.0,210.0,,
4,1400000.0,13.4,4.0,2.0,560.0,0.0,1960.0
3,870000.0,13.4,3.0,1.0,542.0,,
3,975000.0,13.4,,,,,
4,2128888.0,10.9,4.0,3.0,686.0,180.0,1945.0
3,801500.0,8.6,3.0,1.0,603.0,108.0,1950.0
3,975000.0,10.5,,,,,
3,1925000.0,10.5,3.0,2.0,545.0,140.0,1920.0
4,3590000.0,10.5,4.0,3.0,839.0,,
3,1826000.0,10.5,3.0,1.0,468.0,169.0,1910.0
2,1250000.0,10.5,2.0,1.0,199.0,95.0,1920.0
4,2500000.0,10.5,4.0,2.0,564.0,,
4,2300000.0,10.5,4.0,2.0,393.0,211.0,1890.0
2,970000.0,10.5,,,,,
4,1840000.0,10.3,4.0,2.0,612.0,183.0,1930.0
4,1736000.0,10.3,4.0,2.0,604.0,,
3,1700000.0,10.3,3.0,1.0,632.0,,
3,1850000.0,10.3,3.0,2.0,278.0,,
4,2500000.0,10.3,4.0,2.0,598.0,,1956.0
4,2070000.0,10.3,4.0,2.0,602.0,235.0,1950.0
4,1555000.0,10.3,4.0,2.0,550.0,,
5,2500000.0,10.3,5.0,3.0,651.0,,1920.0
4,2000000.0,10.3,4.0,3.0,602.0,,
3,560000.0,14.0,3.0,1.0,566.0,,
3,770000.0,14.0,3.0,2.0,692.0,122.0,1970.0
2,711000.0,14.0,2.0,1.0,711.0,,1960.0
3,653000.0,14.0,3.0,1.0,647.0,,1970.0
3,407500.0,14.0,3.0,1.0,237.0,86.0,1960.0
4,560000.0,14.0,4.0,1.0,604.0,103.0,1960.0
4,1500000.0,5.2,4.0,2.0,373.0,0.0,1940.0
2,790000.0,5.2,,,,,
3,1100000.0,5.2,3.0,1.0,392.0,,
4,1325000.0,5.2,4.0,1.0,520.0,,
2,1126000.0,5.2,,,,,
2,1355000.0,5.2,,,,,
2,900000.0,5.2,2.0,1.0,182.0,,
3,915000.0,5.2,3.0,1.0,185.0,88.0,1890.0
2,570000.0,5.2,,,,,
3,1160000.0,5.2,3.0,1.0,262.0,103.0,1910.0
4,1661000.0,5.2,4.0,2.0,412.0,156.0,1920.0
3,925000.0,4.0,,,,,
2,530000.0,4.0,,,,,
3,950000.0,5.2,3.0,1.0,532.0,,
3,1326000.0,5.2,3.0,1.0,374.0,107.0,1900.0
3,1250000.0,5.2,3.0,1.0,316.0,107.0,1890.0
4,1440200.0,5.2,4.0,1.0,536.0,,
3,1345000.0,5.2,3.0,1.0,366.0,158.0,1925.0
4,1337000.0,10.8,4.0,2.0,722.0,,
4,1310000.0,10.8,4.0,3.0,358.0,243.0,2018.0
3,785000.0,12.1,3.0,2.0,652.0,,
4,1217500.0,10.4,,,,,
3,1308000.0,10.4,3.0,1.0,588.0,,
3,1461000.0,10.4,3.0,1.0,674.0,125.0,1945.0
3,1388000.0,10.4,3.0,1.0,772.0,112.0,1960.0
3,980000.0,14.7,3.0,1.0,365.0,,
4,1177000.0,14.7,4.0,1.0,645.0,,
4,1290000.0,14.7,4.0,2.0,466.0,,2003.0
3,1140000.0,14.7,3.0,1.0,585.0,,1976.0
3,1177000.0,14.7,3.0,2.0,608.0,162.0,1979.0
4,2175000.0,7.7,4.0,2.0,616.0,188.0,1930.0
7,1700000.0,7.7,7.0,3.0,654.0,,
2,730000.0,7.7,,,,,
4,2200000.0,7.7,4.0,2.0,944.0,242.0,1950.0
4,2175000.0,7.7,4.0,2.0,701.0,197.0,1930.0
3,1150000.0,7.7,,,,,
4,1650000.0,7.7,,,,,
3,430000.0,16.6,,,,,
2,350000.0,16.6,,,,,
1,412000.0,1.6,,,,,
2,665000.0,3.5,,,,,
2,1065000.0,3.5,2.0,1.0,96.0,80.0,1880.0
1,333000.0,10.1,,,,,
3,920000.0,10.1,,,,,
3,870000.0,31.2,,,,,
3,788000.0,31.2,,,,,
4,562500.0,34.9,4.0,2.0,670.0,182.0,1991.0
3,510000.0,34.9,3.0,1.0,615.0,105.0,1970.0
3,550000.0,34.9,3.0,2.0,509.0,117.0,1998.0
4,1545000.0,7.8,4.0,1.0,275.0,133.0,1915.0
3,1530000.0,8.7,3.0,2.0,297.0,140.0,1950.0
3,1425000.0,8.7,3.0,2.0,370.0,,
2,1101000.0,8.7,2.0,1.0,347.0,96.0,1943.0
3,2000000.0,8.7,3.0,3.0,959.0,,
3,1300000.0,11.7,3.0,1.0,690.0,85.0,1960.0
3,960000.0,11.7,3.0,1.0,601.0,,
3,875000.0,17.9,3.0,2.0,163.0,144.0,2017.0
3,1305000.0,17.9,3.0,1.0,694.0,,
5,1425000.0,17.5,5.0,3.0,756.0,,
3,1020000.0,17.5,3.0,1.0,620.0,,
4,665500.0,17.5,,,,,
3,935000.0,3.6,3.0,3.0,66.0,,
3,900000.0,3.6,,,,,
2,580000.0,3.6,,,,,
2,1010000.0,3.6,2.0,1.0,128.0,,1890.0
2,472500.0,6.7,,,,,
3,881000.0,6.7,3.0,1.0,318.0,,
2,857000.0,6.7,2.0,1.0,236.0,97.0,1900.0
1,295000.0,6.7,,,,,
3,1000000.0,6.7,3.0,1.0,459.0,,
4,1025000.0,6.7,,,,,
4,1115000.0,6.7,4.0,3.0,318.0,,
2,1110000.0,2.0,,,,,
3,2330000.0,2.0,3.0,2.0,178.0,,
4,550000.0,17.4,4.0,2.0,605.0,137.0,1950.0
4,750000.0,20.6,4.0,2.0,544.0,,2009.0
4,730000.0,20.6,,,,,
3,530000.0,20.6,3.0,2.0,375.0,163.0,2013.0
3,540000.0,20.6,3.0,1.0,649.0,167.0,1990.0
4,619500.0,20.6,4.0,2.0,431.0,176.0,2014.0
3,592500.0,20.6,3.0,2.0,412.0,,
4,696000.0,20.6,4.0,2.0,543.0,,
3,500000.0,20.6,,,,,
3,430000.0,20.6,3.0,2.0,150.0,,2011.0
2,1410000.0,2.4,2.0,2.0,146.0,,
4,1220000.0,23.0,4.0,2.0,1068.0,210.0,2009.0
3,676000.0,23.0,3.0,1.0,773.0,111.0,1965.0
3,691000.0,23.0,,,,,
3,760000.0,23.0,,,,,
5,970000.0,23.0,,,,,
3,434000.0,14.0,3.0,1.0,615.0,93.0,1960.0
3,611000.0,24.7,3.0,1.0,584.0,,
3,690000.0,24.7,3.0,2.0,540.0,121.0,1975.0
4,850000.0,24.7,4.0,2.0,553.0,217.0,1999.0
3,862500.0,7.9,,,,,
4,545000.0,14.8,4.0,2.0,401.0,126.0,2009.0
4,1100000.0,21.8,4.0,2.0,754.0,243.0,2004.0
3,485000.0,27.7,3.0,2.0,690.0,,
3,1130000.0,22.2,3.0,2.0,994.0,,
4,883500.0,22.2,4.0,2.0,556.0,140.0,1980.0
3,900000.0,22.2,3.0,2.0,572.0,174.0,1970.0
3,870000.0,22.2,3.0,2.0,532.0,148.0,1975.0
3,880000.0,22.2,3.0,2.0,531.0,151.0,1970.0
4,1200000.0,14.3,4.0,2.0,728.0,,
4,1240000.0,14.3,,,,,
3,1610000.0,14.3,3.0,1.0,728.0,114.0,1960.0
3,1015000.0,14.3,,,,,
4,1200000.0,14.3,4.0,2.0,785.0,,
3,1136000.0,16.1,,,,,
4,1660000.0,16.1,,,,,
3,537000.0,25.9,3.0,2.0,319.0,134.0,2014.0
3,530000.0,25.9,3.0,2.0,368.0,139.0,2010.0
6,970000.0,25.9,6.0,3.0,518.0,405.0,2012.0
3,490000.0,25.9,3.0,2.0,336.0,,
2,704000.0,8.9,,,,,
4,1950000.0,8.9,4.0,3.0,473.0,,
3,1157000.0,27.0,3.0,2.0,367.0,,
3,872000.0,27.0,,,,,
2,522000.0,27.0,,,,,
5,2245000.0,7.2,5.0,2.0,729.0,,
4,2200000.0,7.2,4.0,2.0,408.0,189.0,1925.0
3,2100000.0,7.2,3.0,2.0,346.0,180.0,1890.0
2,560000.0,7.2,,,,,
3,2235000.0,7.2,3.0,2.0,520.0,215.0,1890.0
2,670000.0,7.2,,,,,
2,635000.0,7.2,,,,,
3,1165000.0,18.0,3.0,2.0,1960.0,,
4,1135000.0,18.0,4.0,2.0,1046.0,,1992.0
2,664000.0,18.0,,,,,
2,728500.0,18.0,,,,,
3,1250000.0,18.0,3.0,1.0,1323.0,,
3,800000.0,18.0,3.0,2.0,752.0,,
2,723000.0,7.2,,,,,
4,1920000.0,7.2,4.0,3.0,339.0,117.0,1930.0
2,1078000.0,7.2,,,,,
3,1300000.0,7.2,,,,,
3,2450000.0,7.2,3.0,2.0,548.0,153.0,1928.0
4,1090000.0,28.5,4.0,3.0,581.0,390.0,2001.0
3,600000.0,19.6,3.0,2.0,461.0,0.0,2010.0
2,452000.0,19.6,,,,,
3,600000.0,19.6,3.0,1.0,541.0,,
5,670000.0,19.6,5.0,2.0,612.0,263.0,2001.0
3,1725000.0,7.5,3.0,1.0,607.0,144.0,1960.0
2,468000.0,7.5,,,,,
3,1570000.0,7.5,3.0,1.0,767.0,,
4,1955000.0,7.5,4.0,2.0,647.0,,
4,1500000.0,7.5,4.0,2.0,810.0,,1950.0
3,672500.0,7.5,,,,,
3,818000.0,7.5,3.0,1.0,233.0,,1990.0
5,1556000.0,7.5,5.0,3.0,334.0,277.0,2016.0
2,650000.0,7.5,,,,,
2,615000.0,7.5,,,,,
1,360000.0,5.7,,,,,
3,750000.0,13.1,3.0,2.0,689.0,100.0,1960.0
3,750000.0,13.1,3.0,1.0,720.0,,
3,740000.0,13.1,3.0,2.0,595.0,148.0,1960.0
3,865000.0,13.1,3.0,2.0,533.0,,
3,600000.0,13.1,3.0,1.0,603.0,93.0,1960.0
2,785000.0,2.1,,,,,
3,1595000.0,2.1,3.0,2.0,136.0,,
3,2625000.0,2.1,3.0,3.0,95.0,192.0,
4,1780000.0,3.6,4.0,2.0,150.0,133.0,1890.0
2,2002000.0,3.6,2.0,1.0,263.0,,
4,1850000.0,3.6,4.0,2.0,406.0,224.0,1910.0
2,992000.0,3.6,2.0,2.0,,,
3,1125000.0,3.6,3.0,2.0,139.0,,
1,371000.0,3.4,,,,,
2,408000.0,5.1,,,,,
2,900000.0,5.1,2.0,1.0,197.0,102.0,1910.0
1,343000.0,5.1,,,,,
2,705000.0,15.4,2.0,1.0,247.0,247.0,
3,880000.0,15.4,3.0,1.0,666.0,,
3,654000.0,38.0,3.0,1.0,653.0,,
3,980000.0,38.0,3.0,2.0,1004.0,,
3,513500.0,45.9,,,,,
4,940000.0,45.9,4.0,3.0,1011.0,231.0,2017.0
4,615000.0,12.9,4.0,2.0,557.0,,
3,935000.0,10.1,,,,,
3,2225000.0,7.3,3.0,2.0,474.0,,
2,480000.0,7.3,,,,,
4,3845000.0,7.3,4.0,3.0,868.0,,
3,1640000.0,7.3,3.0,2.0,400.0,,
4,2435000.0,16.7,,,,,
4,1260000.0,16.7,4.0,1.0,729.0,,
3,740000.0,16.7,,,,,
3,1450000.0,16.7,,,,,
2,725000.0,11.2,2.0,1.0,690.0,,
4,772000.0,11.2,4.0,1.0,590.0,135.0,1955.0
4,950000.0,16.1,4.0,2.0,777.0,,
3,810000.0,16.1,3.0,1.0,720.0,114.0,1990.0
3,850000.0,16.1,,,,,
2,720000.0,16.1,,,,,
4,890000.0,16.1,4.0,2.0,665.0,160.0,1960.0
6,968000.0,16.1,6.0,4.0,705.0,333.0,1980.0
3,755000.0,16.1,3.0,2.0,674.0,,1970.0
3,805000.0,16.1,3.0,1.0,565.0,,
3,516000.0,20.4,3.0,2.0,200.0,,
4,818000.0,20.4,4.0,3.0,908.0,,
4,640000.0,20.4,4.0,2.0,448.0,158.0,2016.0
4,720000.0,20.4,4.0,2.0,401.0,,
4,787000.0,11.2,4.0,2.0,583.0,114.0,1950.0
3,1060000.0,11.2,3.0,1.0,737.0,,
4,1825000.0,13.8,4.0,2.0,816.0,,
4,2450000.0,13.8,4.0,2.0,784.0,,
2,700000.0,13.8,2.0,1.0,277.0,,
2,560000.0,5.3,,,,,
3,1500000.0,5.3,3.0,1.0,234.0,,
5,5700000.0,5.3,5.0,2.0,1671.0,,
4,2350000.0,5.3,4.0,2.0,723.0,240.0,1890.0
1,600000.0,5.3,,,,,
2,1570000.0,6.2,2.0,1.0,360.0,,
2,679000.0,6.2,,,,,
3,790000.0,18.7,3.0,1.0,551.0,,
4,1540000.0,21.3,4.0,2.0,866.0,199.0,2012.0
2,910000.0,21.3,2.0,1.0,758.0,90.0,1960.0
3,1160000.0,21.3,3.0,2.0,768.0,184.0,1985.0
2,710000.0,8.9,,,,,
3,905000.0,16.0,,,,,
4,1550000.0,16.0,4.0,2.0,339.0,,
4,1480000.0,16.0,4.0,2.0,324.0,,
3,540000.0,18.0,,,,,
5,740000.0,18.0,4.0,3.0,720.0,296.0,1998.0
3,620000.0,18.4,3.0,2.0,571.0,158.0,2002.0
4,570000.0,18.4,4.0,2.0,612.0,,
3,691000.0,18.4,3.0,1.0,709.0,150.0,1986.0
3,538000.0,18.4,3.0,2.0,577.0,,
5,645000.0,18.4,5.0,2.0,700.0,,
3,630000.0,18.4,3.0,2.0,548.0,147.0,1990.0
3,531000.0,18.4,3.0,1.0,537.0,130.0,1985.0
4,600500.0,18.4,4.0,2.0,545.0,182.0,2000.0
3,1262000.0,7.8,,,,,
4,1950000.0,7.8,4.0,2.0,650.0,217.0,1925.0
3,815000.0,7.8,,,,,
3,1160000.0,7.8,,,,,
4,2579500.0,7.8,4.0,3.0,640.0,316.0,2000.0
2,572000.0,7.8,,,,,
2,1490000.0,7.8,2.0,1.0,563.0,,1939.0
4,1930000.0,7.8,4.0,2.0,605.0,216.0,1950.0
4,600000.0,14.0,4.0,2.0,905.0,85.0,1990.0
4,800000.0,14.0,4.0,2.0,526.0,186.0,1990.0
6,889000.0,14.5,6.0,3.0,538.0,,
3,1011000.0,11.7,3.0,1.0,536.0,129.0,1970.0
2,550000.0,11.7,,,,,
4,1070000.0,11.7,4.0,2.0,648.0,272.0,1980.0
3,780000.0,11.7,3.0,1.0,561.0,,
3,1390000.0,3.4,3.0,2.0,146.0,138.0,1891.0
2,502000.0,3.4,,,,,
4,2280000.0,5.4,4.0,2.0,715.0,221.0,1899.0
4,2325000.0,5.4,4.0,2.0,439.0,,
2,617000.0,5.4,,,,,
2,1135000.0,5.4,,,,,
4,2695000.0,5.4,4.0,3.0,369.0,235.0,2010.0
4,2120000.0,7.3,4.0,2.0,696.0,,
3,725000.0,12.1,3.0,1.0,550.0,,
1,312000.0,6.4,,,,,
2,930000.0,6.4,2.0,1.0,279.0,,
4,565000.0,31.7,4.0,2.0,897.0,210.0,2004.0
5,690000.0,41.0,5.0,3.0,660.0,265.0,1991.0
3,540000.0,15.5,3.0,1.0,614.0,,
3,450000.0,15.5,3.0,1.0,548.0,,
3,857500.0,14.6,3.0,2.0,417.0,144.0,1973.0
1,530000.0,14.6,1.0,1.0,380.0,92.0,1970.0
2,615500.0,12.7,,,,,
4,856000.0,12.7,,,,,
3,730000.0,12.7,,,,,
3,800000.0,12.7,,,,,
5,1100000.0,12.7,,,,,
2,677000.0,12.7,,,,,
2,622000.0,6.4,,,,,
3,818888.0,6.4,3.0,1.0,332.0,,
1,438000.0,5.9,,,,,
4,3800000.0,5.9,4.0,2.0,786.0,276.0,1915.0
2,670000.0,5.9,,,,,
4,1400000.0,8.4,4.0,3.0,328.0,213.0,2015.0
5,2260000.0,8.4,5.0,2.0,650.0,199.0,1925.0
4,1575000.0,8.4,4.0,3.0,316.0,,
2,1455000.0,8.4,2.0,1.0,293.0,112.0,1890.0
4,3680000.0,8.4,4.0,3.0,778.0,331.0,1889.0
4,2325000.0,8.4,4.0,2.0,659.0,255.0,1920.0
2,1151000.0,8.4,,,,,
6,4700000.0,8.4,6.0,4.0,833.0,,
2,700000.0,8.4,2.0,1.0,71.0,141.0,2008.0
4,2100000.0,8.4,4.0,3.0,569.0,306.0,2008.0
3,1700000.0,8.4,3.0,1.0,837.0,,
4,1275000.0,4.3,4.0,3.0,180.0,,
3,490000.0,17.4,3.0,1.0,639.0,,
3,888000.0,0.0,,,,,
2,640000.0,0.0,,,,,
4,1270000.0,20.0,4.0,1.0,540.0,114.0,1970.0
3,606000.0,25.9,3.0,2.0,376.0,178.0,2010.0
3,540000.0,25.9,3.0,2.0,336.0,,
3,641000.0,25.9,3.0,2.0,448.0,,
4,3150000.0,3.0,4.0,2.0,183.0,188.0,1890.0
3,530500.0,17.9,3.0,1.0,269.0,112.0,2000.0
4,775000.0,17.9,4.0,2.0,750.0,,
